plate,status,category,reviewer_comments,review_reason_code,customer_meaning
CB8O5CL,Rejected,"Foreign, slang, or phonetic",805 IS NIPOMA AREA CODE,7.0,NO MICRO
FRMN 556,Rejected,Vulgar or degrading term,556 ASSAULT RIFLE,2.0,NO MICRO
GANG USO,Rejected,Vulgar or degrading term,GANG?,2.0,NO MICRO
MNKY PAW,Rejected,Vulgar or degrading term,MONKEY AS 2 SLANG MEANINGS-VAGINA OR RACIAL SLUR,2.0,NO MICRO
MUDKITI,Rejected,Sexual connotation,DIRTY KITTY?,1.0,NO MICRO
4TNT,Rejected,Vulgar or degrading term,TNT-EXPLOSIVES? THERE ARE SOME TNT PLATES OUT THERE,2.0,NO MICRO
97 MOBIN,Rejected,Vulgar or degrading term,MOB-MEMBERS OF BLOOD,2.0,NO MICRO
AUWIE13,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER. NO 2013 CAR,7.0,NAME OF OWNER
BLUTOAD,Accepted,"Foreign, slang, or phonetic",BLUE-GANG COLOR. WHAT THEY SAY IS TRUE,7.0,BLUE TOAD LIKE MARIO BROS
BTCHN50,Rejected,Swear word or profane,BITCHEN,3.0,THIS IS VERY COOL 50 TRUCK
CHUY31O,Rejected,"Foreign, slang, or phonetic",310 GARDENA AREA CODE,7.0,MY NICKNAME AND MY AREA CODE
DAMN CLN,Rejected,Swear word or profane,DAMN?,3.0,"CAR IS IN VERY GOOD SHAPE, IS ALSO A 1990 CAR, BLACK LICENSE PLATE WILL GIVE NICE CONTRAST WITH PAINT"
DOP RIDE,Rejected,"Foreign, slang, or phonetic",DOPE-DRUGS,7.0,DOPE RIDE
DUKE323,Rejected,"Foreign, slang, or phonetic",323 LA AREA CODE,7.0,OLD TIMER
FIGA,Rejected,Sexual connotation,GOOD AND URBAN SAY IT MEANS CUNT/PUSSY,1.0,ITALIAN DIALECT SAYING
FKU PYME,Rejected,Swear word or profane,FKU-FUCK YOU,3.0,JAPANESE PIE FUKU PIE I MAKE EVERY YEAR FOR ME AND MY FAMILY
FUPLGRM,Rejected,Swear word or profane,FUCK YOU PILGRAM?,3.0,"FOR YOU, PLACIDA (NAME) GREAT MOM"
G SQUAD,Rejected,Vulgar or degrading term,G-GANGSTA?,2.0,OUR FAMILY
MADMNKY,Rejected,Vulgar or degrading term,MONKEY AS 2 SLANG MEANINGS-VAGINA OR RACIAL SLUR,2.0,MAD MONKEY
QUIET AF,Rejected,Swear word or profane,AF-AS FUCK,3.0,QUIET CAR
TEENSKE,Rejected,Vulgar or degrading term,TINA IS SLANG FOR CRYSTAL METH. HIS MEANING DOESN'T MAKE SENSE,2.0,NICKNAME FOR TINA
YARAK 1,Rejected,Swear word or profane,"""YARAK"" IS DICK IN TURKISH",3.0,"A SUPER-ALERT STATE WHERE THE BIRD IS HUNGRY, NOT WEAK, AND READY TO HUNT"
19PRR69,Rejected,Sexual connotation,NO 69 CAR REGISTERD,1.0,1969 PLYMOUTH ROADRUNNER
2MUCHFN,Rejected,Swear word or profane,FUN OR FUCKEN,3.0,TO MUCH FUN TO DRIVE A CORVETTE!
DUME HCM,Rejected,Sexual connotation,DUME-DO ME? COULDN'T FIND ANYTHING ON HCM,1.0,DISCOVER UNCOVER MAINTAIN EVERYTHING HEAVENLY CHRIST MADE
HUNG4AU,Rejected,Sexual connotation,"HUNG IS LAST NAME BUT I SEE ""HUNG FOR YOU""",1.0,NO SPECIAL MEANING
KOONAZZ,Rejected,Vulgar or degrading term,COON IS A RACIAL SLUR TOWARDS AFRICAN AMERICANS. AZZ-ASS,2.0,CAJUN FRENCH TERM FOR PEOPLE BORN IN SOUTHERN LOUISIANA
RAQ MAN,Rejected,Sexual connotation,RAQ/RACK TALKING ABOUT BREAST,1.0,I AM RAQUELS MAIN MAN
BAE SICK,Rejected,Swear word or profane,BAE- IS POOP IN DUTCH,3.0,BAE SICK=BASIC. AND ALSO THE WORDS BAE MEANS BEFORE ANYONE ELSE/
BASED AF,Rejected,Swear word or profane,AF-AS FUCK,3.0,BASED IS ALL ABOUT YOURSELF AND REMAINING POSITIVE :)
BEACH SS,Accepted,Swear word or profane,BEACH OR BITCH?,3.0,LICEANSE PLATE WILL GO ON A 1967 SUPPER SPORT (SS) CAMARO
BLCLOVE,Rejected,Vulgar or degrading term,"BLACK LOVE. ""WHTLOVE"" MARKED UNACCEPTABLE",2.0,LOVE DEEPLY
BLU HAIR,Accepted,"Foreign, slang, or phonetic","BLUE""GANG COLOR",7.0,IT'S FOR A BLUE VW RABBIT AKA HARE BUT BLU HARE IS TAKEN
BRX BOMR,Rejected,"Foreign, slang, or phonetic",BOMBER?,7.0,BRONZ BOMBERS….NY YANKEES BASEBALL
CRPTGUY,Rejected,Sexual connotation,CARPET CAN BE SLANG FOR VAGINA,1.0,"I AM A CARPETING AND FLOORING INSTALLER. THIS HAS BEEN MY LIVING FOR OVER 30 YEARS EVERYONE CALLS ME THE ""CARPET GUY"""
DAMNRAT,Rejected,Swear word or profane,DAMN?,3.0,DAMN RAT
FAAAKET,Rejected,Swear word or profane,FUCK IT,3.0,GRANDFATHERS BUSINESS NAME FAUKETS AUTO
FOOK YA,Rejected,Swear word or profane,FUCK YA,3.0,MY FATHERS NICKNAME
FUCHI 3,Rejected,"Foreign, slang, or phonetic","FUCHI MEANS BAD SMELLING. ""FUCHI"" IS MARKED UNACCEPTABLE",7.0,GUMMY OR STICK. THIS IS MY THRID CAR
GOGA,Rejected,Sexual connotation,"URBAN SAYS ""GIRL ON GIRL ACTION"" 648 UP 315 DWN",1.0,MY NICKNAME
GRASSKA,Accepted,Swear word or profane,"LAST NAME BUT DOES ""ASS"" STAND OUT?",3.0,GRASSKA IS MY LAST NAME
HI H8TRS,Rejected,"Foreign, slang, or phonetic",HATER,7.0,HELLO HATERS
H4LSAZZ,Rejected,Swear word or profane,HAULEN ASS,3.0,MOVES FAST
IDFWY13,Rejected,Swear word or profane,IDFWY-I DON'T FUCK WITH YOU,3.0,I DON'T FLY WITH YOU
O OWN U,Rejected,Vulgar or degrading term,RACIAL? I OWN YOU,2.0,O OWN YOU
KING BLK,Accepted,Vulgar or degrading term,KING BLACK?,2.0,BLACK KING
LCHUPAS,Rejected,Sexual connotation,CHUPA MEANS SUCK IN PORTAGUESE,1.0,IT'S A NICKNAME
LDYPRTS,Rejected,Sexual connotation,LADY PARTS?,1.0,"MY HUSBAND CALL ME ""LADY PARTS"""
LMFAO SS,Rejected,Swear word or profane,LMFAO-LAUGHINGMY FUCKING ASS OFF,3.0,NAMES OF ALL MY KIDS LIZZIE MANNY FRANK OCTAVIO SELINS SUSIE
MBULITT,Accepted,"Foreign, slang, or phonetic",BULLET? HE DOES HAVE A 2001 MUSTANG,7.0,THE NAME OF THE CAR
NUKEVAN,Rejected,"Foreign, slang, or phonetic","""NUKE"" IS MARKED UNACCEPTABLE",7.0,ORIGIN OF THE VEHICLE
RAGS4O8,Rejected,"Foreign, slang, or phonetic",408 IS MILPITAS AREA CODE,7.0,ITS' MY LAST NAME AND THE AREA CODE I GREW UP IN
REDBRDS,Accepted,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,I AM FAN OF ST LOUIS CARDINALS
RED BUS,Accepted,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,ITS GOING ON MY RED VAN THAT WE CALL A BUS CAUSE ITS SO BIG
REDDRGN,Rejected,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,RED DRAGON
RELAX B,Rejected,Swear word or profane,B-BITCH,3.0,RELAX B
SHUTFUP,Rejected,Swear word or profane,SHUT THE FUCK UP,3.0,IT TELL PEOPLE TO BE QUIET
TATA4SC,Rejected,Sexual connotation,TATAS IS BREATS?,1.0,GRANDFATHER FOR USC
TPLS K5,Rejected,Sexual connotation,TOPLESS-NO CONVERTIBLE REGISTERED YET,1.0,"THE 1970 K5 HAS A FULLY CONVERTIBLE, NO TOP, OPTION, WHICH THIS IS ON"
TRD 4B4,Rejected,Vulgar or degrading term,TARD LIKE RETARD? HE DOES HAVE A 2016 TOYOTA,2.0,TOYOTA OFF ROAD 4X4
T1MONEY,Rejected,"Foreign, slang, or phonetic","""TIMONEY"" IS CURRENT",7.0,TRAVIS VEHICLE 1
UR STUPD,Rejected,Vulgar or degrading term,"STUPID? ""STUPID"" EXP 6/15",2.0,YOUR STUPID MY WIFE'S DECEASED FATHER FAVORITE SAYING
WEAPONS,Rejected,Vulgar or degrading term,"""WEAPON"" IS MARKED UNACCEPTABLE",2.0,SPECIALIZING IN COLLECTABLE WEAPONRY.
WEST415,Rejected,"Foreign, slang, or phonetic",415 IS SAUSILITO AREA CODE,7.0,THIS PLATE REPRESENTS THE TOWN IN WHICH MY SONS AND I GREW UP AND HAVEMEMORIES FROM THE AREA
WT YAMS,Rejected,Vulgar or degrading term,RACIAL BY HIS MEANING?,2.0,"NICKNAME GIVEN BY MY COACH, IT'S A PLAY ON MY LAST NAME LAM AND THE COLOR OF SKIN FROM SUMMER PRACTICE."
WYTKRYM,Rejected,Vulgar or degrading term,WHITE CRIME,2.0,"MY CAR IS A 2014 WHITE CAMARO XL1, AND IT SHOULD BE A CRIME TO OWN SUCH A AWESOME CAR"
1NEVG13,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER. NO 2013 CAR,7.0,"NEVIL GREEN AND NEVADA AKA ARE ONE, BIRTHDATE IS 13"
13ADZO6,Rejected,"Foreign, slang, or phonetic",13-GANG NUMBER. NO 2013 CAR,7.0,PLATE IS GOING ON A LIMITED PRODUCTION Z06 CORVETTE
69BSTNG,Rejected,Sexual connotation,69 SEXUAL. NO 69 CAR,1.0,1969 DODGE SUPER BEE BEE STING
7OK14WA,Rejected,"Foreign, slang, or phonetic",14-HITLER RELATED. NO 2014 CAR,7.0,MOVED FROM OK TO WASHINGTON IN 2007 LEFT WASHINGTON TO CA IN 2014
BENHER,Rejected,Vulgar or degrading term,BEANER? RACIAL SLUR,2.0,ABBREVIATED VERSION OF MY NAME
RLILRED,Rejected,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,OUR LITTLE RED
4FNCPTS,Accepted,Swear word or profane,FN-FUN OR FUCKEN,3.0,FOR FANCY PANTS
818 F3O,Rejected,"Foreign, slang, or phonetic",818 ENCINO AREA CODE,7.0,F30 BMW LOCATED IN CA (818) AREA
DKVADER,Rejected,Sexual connotation,DK-DICK? HIS NAME IS RICHARD,1.0,STARWARS
GOBLU88,Rejected,"Foreign, slang, or phonetic",88-HITLER RELATED. NO 88 CAR,7.0,UNIVERSITY OF MICHIGAN ALUMNI CLASS OF 1988
HLLBLZR,Rejected,Swear word or profane,HELL. OWNS A CHEVY,3.0,PLAY ON WORDS. TRAILBLAZER
IM BAE,Rejected,"Foreign, slang, or phonetic",BAE-IS POOP IN DANISH,7.0,THAT I'M BAE
KAKI ME,Rejected,"Foreign, slang, or phonetic",URBAN SAYS HEBREW AND HUNGARIAN FOR SHIT. IS ALSO A JAPANESE FRUIT,7.0,MY NICKNAME
LDENRED,Rejected,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,LADY IN RED
RED RKT,Rejected,"Foreign, slang, or phonetic",RED-GANG COLOR,7.0,RED ROCKET
U DTF,Rejected,Sexual connotation,DOWN TO FUCK,1.0,ASKING A QUESTION IF THEY WANT TO MESS WITH ME
1GUNNER,Rejected,"Foreign, slang, or phonetic",GUNNER. NOT A VET PLATE,7.0,ARSENAL FAN
626EXPT,Rejected,"Foreign, slang, or phonetic",GLENDORA AREA CODE,7.0,EXPERIMENT #626. STITCH FROM LILO AND STITCH
BNDYBLZ,Rejected,Sexual connotation,BALLS,1.0,BUNDY BLAZE. NICKNAME
LUVN831,Rejected,"Foreign, slang, or phonetic",CUSTOMERS APTOS AREA CODE,7.0,LOVING SANTA CRUZ COUNTY 831 AREA CODE
DKSYDE,Rejected,Sexual connotation,LOOKS LIKE DARK SIDE OR DICK,1.0,NO MICRO AVAILABLE
HITIN 88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2.0,NO MICRO AVAILABLE
LIQ ME,Rejected,Sexual connotation,LICK ME,1.0,NO MICRO AVAILABLE
THRTEEN,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2.0,NO MICRO AVAILABLE
1968 U14,Rejected,Vulgar or degrading term,14 GANG REFERENCE,2.0,NO MICRO AVAILABLE
ETTA$14,Rejected,Vulgar or degrading term,14 GANG REFERENCE,2.0,NO MICRO AVAILABLE
H$NKEY,Rejected,Vulgar or degrading term,HONKEY,2.0,NO MICRO AVAILABLE
M$M 13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2.0,NO MICRO AVAILABLE
ATTOCK,Rejected,Vulgar or degrading term,LOOKS LIKE ATTACK,2.0,NO MICRO AVAILABLE
CAT LAI,Rejected,Sexual connotation,CAT,1.0,NO MICRO AVAILABLE
DÉCOR 88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2.0,NO MICRO AVAILABLE
MR G LOE,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2.0,NO MICRO AVAILABLE
ASALA1,Accepted,Vulgar or degrading term,Armenian Secret Army for the Liberation of Armenia,2.0,COMPANY NAME
BARRIO1,Accepted,Vulgar or degrading term,HOOD OR GHETTO IN SPANISH,2.0,MY HOME TOWN'S NAME
BLUAPPL,Accepted,Vulgar or degrading term,BLUE,2.0,MY STUDIO NAME
BLU DRMR,Rejected,Vulgar or degrading term,BLUE,2.0,NO MICRO
BYTCHN1,Rejected,Swear word or profane,BITCHIN,3.0,"BITCHING ONE (A COOL ONE, NICE ONE, ETC)"
COOP 13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2.0,NICKNAME PLUS FAVORITE NUMBER
CUMMIN1,Rejected,Sexual connotation,CUMMIN IS A SEXUAL REFERENCE,1.0,"THIS IS A DIESEL TRUCK WITH A CUMMINS ENGINE, ERGO THE REFERENCE"
DIEGOO,Accepted,Vulgar or degrading term,DIEGO DAYGO,2.0,IT'S THE NAME OF MY SON
DRTH DGO,Rejected,Vulgar or degrading term,DIEGO DAYGO,2.0,NO MICRO
ENGJK13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2.0,ERIC NICOLE GRIFFEN JEEP JK 2013
GT RICE,Accepted,Vulgar or degrading term,COULD BE TAKEN OFFENSIVE,2.0,GOT RICE?
H8BOGEY,Rejected,Vulgar or degrading term,HATE,2.0,GOLF RELATED PHRASE
KNGCUMN,Rejected,Sexual connotation,CUMMIN IS A SEXUAL REFERENCE,1.0,MY TRUCK WILL BE USING KING SHOCKS AND WILL HAVE A CUMMINS ENGINE KING CUMMINS
LIL BGR,Rejected,Vulgar or degrading term,LOOKS LIKE LITTLE BOOGER,2.0,LITTLE BOOGER
MIGGY 13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2.0,"NICK NAME FOR MIGUEL, 13 IS HIS JERSEY NUMBER."
M6O6B,Rejected,Vulgar or degrading term,MOB,2.0,1966 MUSTANG OPERATING BOSS (302 ENGINE)
OLD GEEE,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2.0,CAR IS A INFINITY G35 AND ITS OLD.
PNK1967,Rejected,Sexual connotation,PINK SEXUAL REFERENCE,1.0,"PINK 1967, MY 1967 CHEVY IS PAINTED PINK"
PURPL I3,Rejected,Vulgar or degrading term,LOOKS LIKE PURPLE 13,2.0,COLOR AND MODEL OF CAR
RUNNGUN,Rejected,Vulgar or degrading term,GUN,2.0,RUNNING ONE
SBF 88GT,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2.0,SBF IS THE ENGINE FAMILY (SMALL BLOCK FORD). 88 IS THE YEAR OF THE CAR. GT IS THE MODEL TRIM.
XXX2BMW,Rejected,Sexual connotation,XXX SEXUAL REFERENCE,1.0,NO MICRO
Y NINJA,Rejected,Vulgar or degrading term,ANOTHER WAY OF SAYING WHY NIGGA?,2.0,NICK NAME
ZROEFKS,Rejected,Swear word or profane,ZERO FUCKS,3.0,STANDS FOR ZERO EFFECTS AFTER THE 1998 MOVIE ZERO EFFECT STARRING BEN STILLER MY FAVORITE ACTOR I AM A HUGE FAN.
1FTB3IO,Rejected,Vulgar or degrading term,LOOKS LIKE 310 AREA CODE,2.0,NO MICRO
1MNTACO,Rejected,Sexual connotation,TACO SEXUAL REFERENCE,1.0,ONE FAST TOP BANANA
1X1X1X1,Rejected,Sexual connotation,XXX SEXUAL REFERENCE,1.0,NOTHING
1973 CAT,Accepted,Sexual connotation,CAT SEXUAL REFERENCE,1.0,THE CAR IS A 1973 MERCURY COUGAR
2ONEONE,Rejected,Vulgar or degrading term,211 ROBBERY POLICE CODE,2.0,STREET I GREW UP ON.
5PORKY6,Rejected,Negative connotation to group,PORKY ANOTHER WORD FOR PIG AND A CULT CLASSIC MOVIE,4.0,LUCKY NUMBER CHILDHOOD NICKNAME GIVEN BY GRANDMA
8DE8,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2.0,NO MICRO
8VGH88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2.0,NO MICRO
DYNA FTW,Rejected,Swear word or profane,FUCK THE WORLD,3.0,NO MICRO
BEBE#18,Rejected,Vulgar or degrading term,18 HITLER REFERENCE,2.0,NO MICRO
ANNIL8R,Rejected,Vulgar or degrading term,ANNIHALATOR,2.0,"AT WORK THEY CALL ME THE TRAFFIC ANNIHILATOR BECAUSE I ALWAYS SHOW UP TO WORK EARLY, SO I WANTED THIS CUSTOM PLATE THAT SAYS ANNIL8R"
MR BUM,Rejected,Vulgar or degrading term,BUM,2.0,NO MICRO
VA TECH,Accepted,Vulgar or degrading term,VIRGINIA TECH(MEMORIAL PLATE),2.0,"IT STANDS FOR THE COLLEGE, ""VIRGINIA TECH"""
JCD8CLD,Rejected,Sexual connotation,JCD ATE CLD,1.0,JERRY CHARLES DECLUE FOREVER WITH CHRISTIE LYNN DECLUE WE ARE USING THE NUMBER EIGHT AS A VERTICAL INFINITY SYMBOL
RZRNDGO,Rejected,Vulgar or degrading term,DAYGO DIEGO,2.0,NO MICRO
TRUS GRL,Accepted,Vulgar or degrading term,transrectal ultrasound,2.0,"TRUS IS SHORT FOR ""TRUMAN'S"". AND GRL IS SHORT FOR ""GIRL""."
ZO65O,Rejected,Vulgar or degrading term,650 AREA CODE,2.0,MY CAR
1 4 BLACK,Rejected,Vulgar or degrading term,14 GANG REFERENCE,2.0,NO MICRO
4SHOGUN,Rejected,Vulgar or degrading term,GUN,2.0,NO MICRO
REAL 707,Accepted,Vulgar or degrading term,707 AREA CODE,2.0,707 HORSEPOWER
RUIZ 14,Rejected,Vulgar or degrading term,14 GANG REFERENCE,2.0,LAST NAME AND BIRTH DAY
AWSUM G,Rejected,Vulgar or degrading term,"G GANGSTER, GLEN IS CUSTOMER NAME",2.0,AWSUME GLEN
BADAS9O,Rejected,Swear word or profane,BAD ASS,3.0,GOOD LOOKING CAR
BB H8PRS,Rejected,Vulgar or degrading term,HATE,2.0,"MY VEHICLE HAS V12 ENGINE, THIS IS SATIRE FOR ELECTRIC CARS"
BB POO,Rejected,Swear word or profane,POO=SHIT,3.0,OUR BABY'S NICKNAME IS POO
BDASSS5,Rejected,Swear word or profane,BAD ASS,3.0,AN AWESOME AUDI LOOKING S5
BDEDMON,Rejected,Vulgar or degrading term,"BE DEAD MAN, BUT IT IS HIS NAME",2.0,FIRST LETTER IN MY NAME AND THEN MY LAST NAME
BLAQ BOX,Rejected,Sexual connotation,"BOX CAN BE SEXUAL, HAS HONDA SUV, OK?",1.0,BLACK BOX
BLK2TUD,Accepted,Vulgar or degrading term,"TOYOTA HAS A CAR COLOR CALLED 'ATTITUDE BLACK' HE MIGHT HAVE A TOYOTA, ANI SHOWS ONE AT DIFFERENT ADDRESS",2.0,BLACK ATTITUDE- THE MANUF. COLOR NAME
BLU DOG,Accepted,Vulgar or degrading term,"BLUE, GANG COLOR",2.0,"BLUE DOG, THE NAME OF OUR DOG"
BLWRHOR,Rejected,Sexual connotation,BLOWER WHORE,1.0,SUPER CHARGED BLOWER #HR
BS MOTO,Rejected,Swear word or profane,BULL SHIT,3.0,BOWER SIRING MOTO
BXBUSH,Rejected,Sexual connotation,"BOX AND BUSH BOTH CAN BE SEXUAL, CUSTOMER IS BERNARD BUSH JR",1.0,MY NAME AND INITIALS
CAMLSHS,Rejected,Sexual connotation,CAMELICIOUS OR CAMERON IS TASTY,1.0,CAMERON DELICIOUS
CROWN D,Rejected,Sexual connotation,D=DICK,1.0,MY NICKNAME
CR31OBR,Rejected,Vulgar or degrading term,LA AREA CODE 310,2.0,MY WIFE INITIAL CR 310 AREA CODE AN MY INITIAL BR
DADWOOD,Rejected,Sexual connotation,"WOOD=ERECTION, NO WOODY CAR ON ANI BUT IT IS HIS LAST NAME",1.0,NICKNAME
DADYPIG,Accepted,Misrepresents law enforcement,PIG,5.0,FROM A TV SHOW CALLED PEPPA PIG. THEY CALL THE DAD 'DADDY PIG'
DBAGG 2,Rejected,Swear word or profane,"DOUCHE BAG, UNFORTUNATELY HE DOES HAVE DBAGG",3.0,HAVE DBAGG ON MY 'BAGGER' (TYPE OF HARLEY)MY AUDI HAS AIRBAGS ON IT (BAGGED) MEANING.. DAVID'S BAGGED 2
DBLPUFF,Rejected,Swear word or profane,"PUFF, DRUG CONNOTATION",3.0,TWIN SUPERCHARGERS
DBL TAP1,Rejected,Vulgar or degrading term,"SHOOT TWICE IN RAPID SUCCESSION, ASSASSIN STYLE",2.0,DOUBLE TAP
DEDFRNZ,Rejected,Vulgar or degrading term,DEAD FRIENDS,2.0,NAME OF ROCK BAND
DON BH8N,Rejected,Vulgar or degrading term,DON’T BE HATING. OKAY?,2.0,THE PLATE SPELLS OUT DON’T BE HATING. IT’S A JOKE MY BETTER HALF AND I HAVE
DOSE O1,Rejected,Swear word or profane,"DOSE=ACID, LSD",3.0,NAME
DOSE O2,Rejected,Swear word or profane,"DOSE=ACID, LSD",3.0,NAME
DOSE O3,Rejected,Swear word or profane,"DOSE=ACID, LSD",3.0,NAME
DTLV51O,Accepted,Vulgar or degrading term,"HAS A DATSUN 510, 510 IS OAKLAND AREA CODE",2.0,CLASSIC NICE LOOKING CAR
DUB SFO,Rejected,Swear word or profane,COULD HAVE DRUG CONNOTATION BUT MEANING IS TRUE,3.0,3 LETTER CODE FOR DUBLIN AND SAN FRANCISCO AIRPORTS
EF TRUCK,Rejected,Swear word or profane,EF=FUCK,3.0,EF IS THE CHASSIS ABBREVIATION FOR THE CAR PLATES ARE GOING ON
END AIDS,Accepted,Negative connotation to group,OK? JUST FYI,4.0,END AIDS
FCEVIPR,Accepted,Swear word or profane,FUCK VIPER? HAS ACURA,3.0,"IT MEANS MY NAME+VIDEO GAME NAME:FRANCISCO CRUZ VIPER, THIS IS MY VIDEO GAME NAME"
FDC5626,Rejected,Vulgar or degrading term,AREA CODE 626 BALDWIN PARK,2.0,"MY FIRST INITIAL, CAR MODEL AND AREA CODE"
FISH,Rejected,Sexual connotation,SEXUAL CONNOTATIONS,1.0,I LOVE TO FISH
FISTR,Rejected,Sexual connotation,"FISTER, SEXUAL CONNOTATION… BUT IS AN ACRONYM FOR FIREFIGHTER IN ARMY",1.0,ARMY JOB NICKNAME FOR 13FOX FORWARD OBSERVER
FTZYMBZ,Accepted,Sexual connotation,"FUTZ=CUNT OR FART, ENGLISH (FROM YIDDISH) WIKTIONARY",1.0,"IM A FUTZY PERSON WHO SOMETIMES FORGETS TO DO THINGS BUT I OWN A MERCEDES BENZ, I KNOW THAT"
FUBSU,Rejected,Swear word or profane,FUCK YOU B.S.U.,3.0,MY NICKNAME FROM CHILDHOOD
FUCKUSC,Rejected,Swear word or profane,FUCK,3.0,LOVE UCLA
FUKNMVN,Rejected,Swear word or profane,FUCK,3.0,IN DEDICATION TO MY GRANFATHER WHO SERVED IN WWII
GAYPKUP,Rejected,Negative connotation to group,LAST NAME IS GAY,4.0,MY NAME IS GAY AND THE VEHICLE IS A PICK UP TRUCK
GAYS351,Accepted,Negative connotation to group,LAST NAME IS GAY,4.0,MY NAME IS GAY AND THE VEHICLE MODEL IS A '351'
GDUBDUB,Rejected,Vulgar or degrading term,G=GANGSTER,2.0,MY INITIAL GWW
GOCATGO,Rejected,Sexual connotation,CAT=PUSSY,1.0,ENGINE IS A CATERPILLAR
G SRA,Rejected,Vulgar or degrading term,G,2.0,FIRST NAME INITIAL AND LAST NAME
GUMP 13,Rejected,Vulgar or degrading term,"13 GANG NUMBER, NO 2013",2.0,NICKNAME AND CHAPTER OF CLUB I BELONG TO
HMN ALNG,Rejected,Sexual connotation,"HUM=SEXUAL, NO HUMMER ON ANI",1.0,HUMMING ALONG (CAR IS A HUMMER H3)
HOGTIED,Rejected,Sexual connotation,A BONDAGE POSITION… CUSTOMER DOES OWN A HARLEY ALTHOUGH THIS ISNT A M/C PLATE,1.0,I OWN A HARLEY DAVIDSON M/C. TIED TO A HARLEY
HRD HITA,Rejected,Vulgar or degrading term,HARD HITTER,2.0,PLAY FOOTBALL AND I HIT HARD SO THEY CALL ME HARDHITTER
HSZNBRG,Rejected,Swear word or profane,DRUG CONNOTATIONS?,3.0,"HEISENBERG, A CHARACTER IN THE TV SHOW BREAKING BAD"
JARIOSO,Rejected,Sexual connotation,MEANS HORNY,1.0,RACER ENGINE
JDREW88,Rejected,Vulgar or degrading term,"88=HATE SYMBOL, NO 88 CAR",2.0,NAME
KFKAESK,Accepted,Swear word or profane,FUCK OR FUCKER?,3.0,"THIS IS A JOKE REGARDING THE WORK OF FRANZ KAFKA, WHO NONETHELESS HAD A CLUE"
KLRPMKN,Rejected,Vulgar or degrading term,KILLER,2.0,THE CAR IS ORANGE AND IS PART OF MY HALLOWEEN HAUNT EVERY YEAR
LA JURAA,Rejected,Misrepresents law enforcement,"LA JURA, SPANISH SLANG FOR POLICE",5.0,"JUST SAY COPS IN A FRIENDLY WAY, NO BAD INTENTIONS"
LOVESDC,Rejected,Sexual connotation,LOVES DICK OR LOVES SAN DIEGO CA,1.0,SAN DIEGO HOME TOWN
LRG RED,Accepted,Vulgar or degrading term,RED=GANG COLOR,2.0,IT IS A BIG STATION WAGON THAT IS PAINTED RED
MAD RAG,Accepted,Vulgar or degrading term,"RAG=RUDE TERM FOR FEMALE, HAS 1965 VW COUPE",2.0,CAR NICKNAME. RAGTOP VW BUG
MAS HLE,Rejected,Swear word or profane,ASSHOLE,3.0,FROM MASSACHUSETTS
MR BIG D,Rejected,Sexual connotation,BIG DICK,1.0,NICKNAME MR BIG AND FIRST NAME DAVID HERRERA
MURDERM,Rejected,Vulgar or degrading term,MURDER THEM,2.0,BLACKED OUT M6 BMW
MURDRDM,Rejected,Vulgar or degrading term,MURDERED THEM,2.0,BLACKED OUT M6 BMW
MYFNTRC,Rejected,Swear word or profane,EFFIN,3.0,MY FUN TRUCK
NGGA PZ,Rejected,Vulgar or degrading term,NIGGA PLEASE,2.0,"NO GO? GO AHEAD, PLEASE"
NO H8 A8,Rejected,Vulgar or degrading term,"NO HATE, HAS AUDI",2.0,NO HATE THE A8 ITS FOR AN AUDI A8
ODD PHRT,Rejected,Swear word or profane,ODD FART,3.0,ODD CAR
O FSGIVN,Rejected,Swear word or profane,NO FUCKS ARE GIVEN,3.0,OH FOR SURE GIVINGS
OGDEUCE,Rejected,Vulgar or degrading term,OG,2.0,ORIGINAL 1962 IMPALA SS IS IN ORIGINAL CONDITION FROM 1962. CAR HAD ORIGINAL PARTS
OGSPOOL,Rejected,Vulgar or degrading term,OG,2.0,ORIGINAL TURBO SPOOL
OLDWOOD,Rejected,Sexual connotation,WOOD=ERECTION 64 VEHICLE ISNT ON ANI,1.0,OLD WOOD 1964 MERCURY WOODY WAGON
PENN1S,Rejected,Sexual connotation,PENIS,1.0,GRADUATED PENN STATE AND 'PENN IS'THE BEST
