plate,status,category,reviewer_comments,review_reason_code,customer_meaning
DAM HNDL,Rejected,Swear word or profane,DAMN. DAM IS CUSTOMER'S INITIALS,3,MY INITIALS D.A.M. WORD HANDLE ABBREVIATED
DEZ NETS,Rejected,Swear word or profane,"DEEZ NUTS, AN ""EXPRESSION""",3,"HUGE BROOKLYN NETS FAN (NBA) EVEN THOUGH WE ARENT GOOD RIGHT NOW- ""DA EASY NETS"""
DMNDNYL,Rejected,Swear word or profane,"DAMN, CUSTOMER NAME IS DANIEL",3,DAMN DANIEL
ENJODA,Rejected,Sexual connotation,JODA=FUCK IN SPANISH,1,MOVING
ENRMASS,Rejected,Sexual connotation,"her name is Norma, sounds like enormous but has ASS",1,NOT ON QUICKWEB YET
ET CHET,Rejected,Sexual connotation,EAT CHET,1,"BRAND NAME, 3D PRINTING METALLIC ENGRAVING, PLAQUES, CUSTOM TROPHIES, SPORTS, ACRYLIC."
EVA HUM,Rejected,Sexual connotation,"NO HUMMER ON ANI, HUM CAN HAVE SEXUAL CONNOTATIONS",1,NOT ON QUICKWEB YET
FLXFOOL,Rejected,Vulgar or degrading term,"FOOL, DIRECTED AT OTHERS…",2,FLEX FUEL
FUKPIGS,Rejected,Misrepresents law enforcement,FUCK PIGS (COPS),5,PERSONAL
HATHCOK,Rejected,Sexual connotation,"IT IS HIS LAST NAME… PULLED FOR COCK, HAS COCK",1,THIS IS MY LAST NAME HATHCOCK
INGA TU,Rejected,Swear word or profane,"INGA TU search brings up chinga tu madre, fuck your mother in Spanish",3,COMEDY PHRASE FROM A COMEDIAN
ISFTW,Rejected,Swear word or profane,"FTW fuck the world, ani shows scion",3,ISF FOR THE WIN
JA6 OFF,Rejected,Swear word or profane,"jagoff, pitssburg slang for asshole",3,ENDEARING PITTSBURGH REFERENCE.
JR 5O,Rejected,Misrepresents law enforcement,"50=police, no mustang or 50 year model on ani",5,NOT ON QUICKWEB YET
L8J 6V9,Rejected,Sexual connotation,L ATE J… 69? NO 69 ON ANI,1,NOT ON QUICKWEB YET
ME ASL,Rejected,Swear word or profane,"ME ASSHOLE, no fee reservation at office 501 originally ordered on internet 9/15. not assigned. ASL is abbreviation for American Sign Language",3,I AM USING AMERICAN SIGN LANGUAGE
MLF HNTR,Rejected,Sexual connotation,sexual connotation,1,MILF HUNTER
M REDSTR,Accepted,Vulgar or degrading term,"RED, GANG COLOR",2,ITS MY MAIDEN NAME
RCH K88,Rejected,Vulgar or degrading term,"88=hate symbol, no 1988 car",2,"MY WIFE, MY SON AND MY AMERICAN NAMES FIRST INITIAL."
RED RAPT,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,I HAVE A 2013 F-150 RAPTOR THAT IS RED. RED RAPTOR
RED STR1,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,RED STAR 1
REV14MM,Rejected,Vulgar or degrading term,"14=HATE SYMBOL, NO 2014 ON ANI",2,NOT ON QUICKWEB YET
RIPAS57,Rejected,Swear word or profane,RIP ASS,3,REST IN PEACE ARE SON 57
RK 88,Rejected,Vulgar or degrading term,88=hate symbol,2,R IS THE FIRST LETTER OF RAY. K IS THE FIRST LETTER OF MY LAST NAME. 88 IS MY BORN YEAR.
SCRWD91,Rejected,Swear word or profane,"SCREWED, FUCKED",3,WORK RELATED
SIYAPAA,Accepted,Vulgar or degrading term,"CANT TRANSLATE, PULLED BASED ON THEIR MEANING ""CRAZY""",2,"SIYAPAA IS PUNJABI FOR CRAZY. MY JEEP IS KNOWN AS THE BANDARJEEP, OR MONKEY JEEP IN PUNJABI/HINDI."
S KOK,Rejected,Sexual connotation,"ITS NOT CUSTOMER NAME OR INITIALS, PULLED FOR COCK",1,FIRST NAME INITIAL AND LASTNAME
TACO MNY,Rejected,Sexual connotation,"TACO MONEY, TACO=PUSSY",1,WORK AT A MEXICAN RESTAURANT
TRUCKUM,Rejected,Swear word or profane,"TRUCK 'EM, LIKE FUCK 'EM?",3,TRUCKING
T5W6I2N,Accepted,Vulgar or degrading term,area code 562- LA county,2,I AM A TWIN THAT HAS GROWN UP IN THE 562 AREA. THE PLATES ARE BOTH COMBINED .LICENSE PLATES HAVE THAT OLD SCHOOL TOUCH
U2RNEXT,Rejected,Vulgar or degrading term,THREATENING? YOU TOO ARE NEXT,2,FORUM NAME
VEN1CE3,Accepted,Vulgar or degrading term,"NO 2013 CAR, 13=GANG NUMBER OR SUB 1 FOR 1 TO SAY VENICE (VENICE3 isnt taken though..)",2,NOT ON QUICKWEB YET
WT TRSH,Rejected,Vulgar or degrading term,WHITE TRASH,2,OLD CAR
1VIPER3,Rejected,Vulgar or degrading term,13=GANG NUMBER BUT DOES HAVE A 2013 CADILLAC… THAT'S ALL THAT CAME UP ON ANI,2,YEAR AND MODEL
34BTW13,Rejected,Vulgar or degrading term,"13=GANG NUMBER, NO 2013 CAR",2,NOT ON QUICKWEB YET
69HUEVO,Rejected,Sexual connotation,"does have a 69 ford, ani shows p/u. pulled because huevos=Spanish slang for balls",1,"1969 FORD RANCHERO, I CALL HER HUEVO  RANCHERO LIKE THE BREAKFAST DISH"
71 NUTT,Rejected,Sexual connotation,"HAS A 71 CHEV 2D, PULLED FOR NUT. SEXUAL CONNOTATIONS",1,NOT ON QUICKWEB YET
8YIN88,Rejected,Vulgar or degrading term,"88=hate symbol, no 1988 car",2,NOT ON QUICKWEB YET
89ROLLA,Accepted,Sexual connotation,"NO TOYOTA ON ANI, URBAN DIC SAYS ROLLA=A HO",1,1989 TOYOTA COROLLA SHORT TERM- 89 ROLLA
DAMHD,Rejected,Swear word or profane,DAMN HARLEY DAVIDSON,3,NOT ON QUICKWEB YET
EFFE,Rejected,Swear word or profane,ITALIAN AND FRENCH FOR THE LETTER 'F' (FUCK?) HAS A YAMAHA M/C,3,NOT ON QUICKWEB YET
LOW 14,Accepted,Vulgar or degrading term,14=HATE SYMBOL BUT DOES HAVE A 2014 HARLEY DAVIDSON,2,NOT ON QUICKWEB YET
MANX 4TT,Rejected,Sexual connotation,"TT CAN MEAN PENIS IN TAGALOG, HAS A 2008 ACURA (NOT CUSTOMER INITIALS)",1,NOT ON QUICKWEB YET
RED RYDR,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,NOT ON QUICKWEB YET
REDWRKS,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,NOT ON QUICKWEB YET
UCNGTIT,Rejected,Sexual connotation,"YOU CAN GET IT, SEXUAL CONNOTATION",1,NOT ON QUICKWEB YET
$HUMMRZ,Accepted,Sexual connotation,"they have an 03 hummer, pulled for sexual connotations",1,NOT ON QUICKWEB YET
IVREE88,Rejected,Vulgar or degrading term,88=HATE SYMBOL. TRUE ABOUT PIANO KEYS,2,REFERS TO THE NUMBER OF LEYS ON A PIANO.
SLUMLD,Accepted,Vulgar or degrading term,"slum lord, SLUMLRD is expired 2014, and rereg. Veteran plate",2,SLUM LORD
REDD,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,NOT ON QUICKWEB YET
BBBLUGA,Rejected,Vulgar or degrading term,"TAGALOG, DARK SKINNED PERSON (BALUGA)",2,NOT ON QUICKWEB YET
DNCAFFR,Accepted,Vulgar or degrading term,kaffir is a racial slur used in south africa,2,WE OWN A DANCE STUDIO CALLED THE DANCE AFFAIR.
FHYBRID,Rejected,Swear word or profane,"FUCK HYBRID, JEEP RECORD SHOWS GAS",3,"GRADE A,B,C,D,E,F ""F"" LIFTED JEEP HYBRID. HALF SPACE BETWEEN F AND HYBRID"
PINKPET,Rejected,Sexual connotation,PINK=PUSSY,1,I HAVE A PINK DOG.
RED BNZ,Accepted,Vulgar or degrading term,"no mercedes on ani, pulled for red=gang color bnz=buns if not benz",2,IT'S A RED MERCEDES BENZ
SO BARAH,Accepted,Sexual connotation,GOOGLE SEARCH SHOWS A TRANSLATION OF EAT IN HEBREW…,1,NOT ON QUICKWEB YET
4 NUGNUG,Rejected,Vulgar or degrading term,urban dictionary says it is Tagalog slang for N word,2,NICKNAME
56 ROC88,Accepted,Vulgar or degrading term,PULLED FOR 88=HATE SYMBOL BUT THIS IS AN ACTUAL MODEL. DIDN’T SHOW UP ON ANI BUT HE DOES HAVE ANOTHER OLDER MODEL VEHICLE SO MAYBE ITS NOT REGISTERED,2,THIS PLATE IS FOR A 1956 OLDSMOBILE ROCKET  88
PB 8RAJA,Rejected,Sexual connotation,ATE,1,NOT ON QUICKWEB YET
AWJFAWK,Rejected,Swear word or profane,FAWK…FUCK,3,INITIAL OF MY KIDS
CLEAN 13,Rejected,Vulgar or degrading term,13-GANG,2,NO MICRO
CLN SHT,Rejected,Swear word or profane,CLEAN SHIT,3,FAVORITE TERM
COTA 18,Rejected,Vulgar or degrading term,18-HITLER,2,LAST NAME FAVORITE NUMBER
CWBOY69,Rejected,Sexual connotation,COULDN'T VERIFY 1969,1,COWBOY FAN AND BIRTH YEAR
DARTH 18,Rejected,Vulgar or degrading term,18-HITLER,2,DARTH VADER AND FAVORITE NUMBER
HELL SS,Accepted,Swear word or profane,COULDN'T VERIFY DODGE,3,"THE LICENSE PLATES ARE FOR A CAMARO SS, SO THE SS IS TO REPRESENT THE CAR AND HELL IS SHORT FOR HELLA. TRAYING TO SAY THAT IT'S HELLA FAST."
H8EVRY1,Rejected,Vulgar or degrading term,HATE EVERYONE,2,MY PARENTS USED TO CALL ME LITTLE HATER WHEN I WAS LITTLE. ALWAYS WANTED A LICENSE PLATE OF IT. FINALLY THOUGHT OF THIS ONE AND IT'S AVAILABLE.
ILB562R,Rejected,Vulgar or degrading term,CA AREA CODE,2,WEDDING ANNIVERSARY
KILACAL,Rejected,Vulgar or degrading term,"KILL A CAL, KILLER CAL. CUSTOMERS NAME IS CALLE",2,NICKNAME
KIRBY13,Rejected,Vulgar or degrading term,13-GANG,2,LAST NAME AN
NIB13,Rejected,Vulgar or degrading term,13-GANG,2,BLACK SABBATH SONG AND CD
NUDZ PLZ,Rejected,Vulgar or degrading term,NUDES (PICTURES) PLEASE,2,CAR CLUB
SMITH13,Rejected,Vulgar or degrading term,13-GANG,2,LAST NAME AND DAD'S PASSING DAY
TROJN18,Rejected,Vulgar or degrading term,18-HITLER,2,THIS IS MY SCHOOL MASCOT AND THE YEAR I WILL GRADUATE WITH MY MASTERS DEGREE
TUNA4LF,Rejected,Sexual connotation,TUNA,1,NO MICRO
VELLA88,Rejected,Vulgar or degrading term,88-HITLER,2,LAST NAME AND LUCKY NUMBER
1BD BICH,Rejected,Swear word or profane,ONE BAD BITCH,3,ONE BAD BITCH
13 KILO,Rejected,Vulgar or degrading term,13-GANG,2,COMPANY SERVED WITH IN USMC
49FES13,Rejected,Vulgar or degrading term,13-GANG,2,MY FATHERS BIRTH YEAR/INITIALS/YEAR PASSED AWAY
7ONPS13,Rejected,Vulgar or degrading term,13-GANG,2,70 BLAZER
SMT$AST,Accepted,Swear word or profane,SMART ASS?,3,INITIALS OF 2 KIDS
ELITE 18,Rejected,Vulgar or degrading term,18-HITLER,2,ELITE 18
GETN BSY,Accepted,Sexual connotation,GETTING BUSY,1,"WE ARE ALWAYS GETTING BUSY IN OUR HOME. I'M A SINGLE MOM, WORK, SCHOOL, BAND, CITY COUNCIL MEETINGS, SPORTS, DR APPT, ETC. GETTING BUSY!!!"
SNAP SHT,Rejected,Swear word or profane,SNAP SHIT,3,SNAPSHOT. I AM A PHOTOGRAPHER
BCHNC1O,Rejected,Swear word or profane,BITCHIN' C10,3,BCHN IS FOR MY SHOP NAME AND C10 IS THE CHEVY TRUCK I OWN
BCL14,Rejected,Vulgar or degrading term,14-HITLER,2,THESE ARE MY INITIALS AND MY BIRTHDAY
BKTHFUP,Rejected,Swear word or profane,BACK THE FUCK UP,3,BACK THE FREAK UP
BRWN 88,Rejected,Vulgar or degrading term,88-HITLER,2,FAMILY LAST NAME AND 1988 IS A SPECIAL YEAR THAT REPRESENTS MY FATHER THAT PASSED AWAY
BUKNAAS,Rejected,Vulgar or degrading term,BUCKING ASS,2,A DRINK
CULVR 18,Rejected,Vulgar or degrading term,18-HITLER,2,SCHOOL AND GRADUATION YEAR
FNMULES,Rejected,Swear word or profane,"FUN MULES, FUCKING MULES",3,FUN MULES
G13GILL,Rejected,Vulgar or degrading term,13-GANG,2,FIRST INITIAL AND MY LAST NAME
HELLS YA,Accepted,Swear word or profane,HELL YEA,3,HELLS YEA ABBREVIATED
H8 DGRS,Rejected,Vulgar or degrading term,HATE DODGERS,2,HATE THE DODGERS
INLDMOB,Rejected,Vulgar or degrading term,MOB,2,IT STANDS FOR MY CLOTHING/PHOTOGRAPHY NAME
NJG14,Rejected,Vulgar or degrading term,14-HITLER,2,NAASON JOAQUIN GARCIA 2014
NONI88,Rejected,Vulgar or degrading term,88-HITLER,2,NEPHEWS GAVE ME THE NICKNAME
NOYZSOB,Rejected,Swear word or profane,NOISY SON OF A BITCH,3,NOISY SOB
NO 14,Rejected,Vulgar or degrading term,14-HITLER,2,NUMBER 14
OSC OG1,Rejected,Vulgar or degrading term,OG,2,OSCAR ORIGINAL 1
PHOQUTW,Rejected,Swear word or profane,FUCK YOU TOO,3,"JAPANESE, CUSTOM"
ROCKY14,Rejected,Vulgar or degrading term,14-HITLER,2,MEMORY OF MY DAD
SOLO MOB,Rejected,Vulgar or degrading term,MOB,2,SOLO MEANS BY YOURSELF AND MOB MEANS GROUP OF PEOPLE SO IT MEANS BY MYSELF AS A GROUP
STFUPLZ,Rejected,Vulgar or degrading term,SHUT THE FUCK UP PLEASE,2,SPEE THE FREEWAY UP PLEASE
STHASFK,Rejected,Swear word or profane,SITH AS FUCK,3,STAR WARS VIEDEO GAME SITH LORD CHARACTER REFERENCE
STUGATS,Rejected,Swear word or profane,A VERSION OF DICK IN ITALIAN,3,MY CHILDHOOD DOGS NAME WHO WAS VERY DEAR TO ME
WHIT E88,Rejected,Vulgar or degrading term,88-HITLER,2,MY NICKNAME
XXWTFXX,Rejected,Swear word or profane,WHAT THE FUCK,3,MY VIDEO GAME HANDLE
1BDAS69,Rejected,Swear word or profane,ONE BADASS 69,3,ONE AS BAD AS A 1969 (IT’S A CLONE CAR SO IT IS AS CLOSE AS A 1969 PLYMOUTH GTX)
1 GLOR18,Rejected,Vulgar or degrading term,18-HITLER,2,GLOR IS FOR GLORIA AND 18 IS MY BIRTHDATE
13MM15S,Rejected,Vulgar or degrading term,13MM GUN,2,INITIALS AND RACE NUMBERS
13RDRNR,Accepted,Vulgar or degrading term,13-GANG,2,2013 ROADRUNNER. CODE FOR 2013 BOSS 302
13XTREK,Accepted,Vulgar or degrading term,13-GANG,2,2013 CROSSTREK
2FKS GVN,Rejected,Swear word or profane,TWO FUCKS GIVEN,3,SAYING THAT MY DECEASED HUSBAND ALWAYS SAID
7OX7M18,Rejected,Vulgar or degrading term,M18. GUN,2,JESUS'S COMMAND TO FORGIVE ALWAYS MATTHEW 18:22
LUKE #14,Rejected,Vulgar or degrading term,14-HITLER,2,MY SON WAS BORN 2014. LUKE IS HIS NAME
F$BOOBS,Rejected,Vulgar or degrading term,BOOBS,2,I LOVE BOOBS
GOLFKD,Rejected,Vulgar or degrading term,GOL FUCKED,2,GOLF KID
KLL16,Rejected,Vulgar or degrading term,KILL,2,INITIALS OF NAME AND DATE OF BIRTH
LC2KLL,Rejected,Vulgar or degrading term,LIKE TO…LICENSE TO KILL,2,JAMES BOND MOVIES
JSTAHOE,Rejected,Vulgar or degrading term,J'S TAHOE…. JUST A HOE,2,JUST A TAHOE
NINER88,Rejected,Vulgar or degrading term,88-HITLER,2,FOOTBALL TEAM AND BIRTHDAY
ONK OINK,Rejected,Vulgar or degrading term,THE SOUND A PIG MAKES,2,OINK
STYMOBN,Rejected,Vulgar or degrading term,MOBBIN,2,STAY RIDDING
DCK XTSN,Rejected,Vulgar or degrading term,DICK EXTENTION. CUSTOMER'S NAME IS BRANT,2,"I'M THE EXTENDED VERSION OF MY FATHER, WHO'S NAME IS DICK AND I WAS NAMED AFTER HIM."
BAGTEET,Rejected,Swear word or profane,BAG TEAT… IS THAT LIKE 'BAG ASS' MEANING TO LEAVE? TEAT=NIPPLE,3,NOT ON QUICKWEB YET
BLK LPR,Accepted,Vulgar or degrading term,BLACK LEPER (AS IN SOMEONE WITH LEPROSY?) OR LEOPARD?,2,NOT ON QUICKWEB YET
CHOKY,Accepted,Vulgar or degrading term,CHOKE?,2,NOT ON QUICKWEB YET
DB4L 7O7,Rejected,Vulgar or degrading term,707 IS HIS AREA CODE IN UKIAH,2,NOT ON QUICKWEB YET
G ACTIVE,Rejected,Vulgar or degrading term,G,2,NOT ON QUICKWEB YET
LA213OG,Rejected,Vulgar or degrading term,"213 LOS ANGELES AREA CODE, ALSO OG",2,NOT ON QUICKWEB YET
LICO A G,Rejected,Vulgar or degrading term,G=GANGSTER,2,NOT ON QUICKWEB YET
LOPEZ 5O,Rejected,Misrepresents law enforcement,"50 SLANG FOR POLICE, NO 50 YEAR MODEL OR FORD ON ANI",5,NOT ON QUICKWEB YET
PIGZPEN,Rejected,Misrepresents law enforcement,pigs pen… this isnt a m/c or trailer plate. pulled for pig as negative to law enforcement(has a Dodge van/camper),5,NOT ON QUICKWEB YET
RNFNRLR,Rejected,Swear word or profane,rock and effin roller,3,NOT ON QUICKWEB YET
SB 88 CA,Accepted,Vulgar or degrading term,"88=HATE SYMBOL BUT DOES HAVE AN 88 CHEVY, LIVES IN SANTA BARBARA (SB)",2,NOT ON QUICKWEB YET
TETLSTY,Accepted,Sexual connotation,LUSTY?,1,NOT ON QUICKWEB YET
UP GREGS,Rejected,Swear word or profane,up Greg's (ass? I dunno) not customer's name...,3,NOT ON QUICKWEB YET
VSTNT,Rejected,Vulgar or degrading term,"VS IS CUSTOMER INITIALS, PULLED FOR TNT, DYNAMITE",2,NOT ON QUICKWEB YET
1GOVCA1,Rejected,Misrepresents law enforcement,"LOOKS LIKE AN OFFICIAL GOVERNMENT PLATE, GOV CA",5,NOT ON QUICKWEB YET
5UR187,Rejected,Vulgar or degrading term,"aside from looking like an old auto plate, pulled for 187=murder and SUR=surenos gang",2,NOT ON QUICKWEB YET
HATED,Rejected,Vulgar or degrading term,"PULLED FOR 'HATE' BUT CLEARLY TALKING ABOUT HIMSELF, AN EXCEPTION?",2,NOT ON QUICKWEB YET
SHORTY G,Rejected,Vulgar or degrading term,G=GANGSTER,2,NOT ON QUICKWEB YET
AVAGSL,Rejected,Sexual connotation,VAG? PET LOVERS,1,NOT ON QUICKWEB YET
BD#SN88,Rejected,Vulgar or degrading term,"B.D. HANSEN, PULLED FOR 88=HATE SYMBOL. NO 88 CAR ON ANI",2,NOT ON QUICKWEB YET
GMA$TNT,Accepted,Vulgar or degrading term,GRANDMA LOVES DYNAMITE,2,NOT ON QUICKWEB YET
GOLD$13,Rejected,Vulgar or degrading term,"13=GANG NUMBER, NO 2013 CAR ON ANI. LAST NAME IS GOLDSTEIN",2,NOT ON QUICKWEB YET
1OGAUZ&,Accepted,Vulgar or degrading term,10 GAUGE? THAT IS A SHOTGUN,2,NOT ON QUICKWEB YET
TRSHD,Rejected,Vulgar or degrading term,"TRASHED=VERY INTOXICATED. I FOUND 2 SIMILAR CONFIGURATIONS OUT, ONE CURRENT AND ONE WHERE THE TITLE WAS RECENTLY SURR TO NC (THIS IS A VET PLATE)",2,NOT ON QUICKWEB YET
BCUZG37,Rejected,Vulgar or degrading term,CUZ GANG REFERENCE,2,THE CAR DRIVEN.
BLKSKAT,Rejected,Sexual connotation,SCAT IS ANOTHER NAME FOR SHIT.. COULD BE SAYING BLACKS CAT OR BLACK SCAT,1,COLOR AND MODEL OF VEHICLE
BOSS1UP,Rejected,Sexual connotation,BOSS UP CAN BE A SEXUAL REFERENCE,1,I'M THE # BOSS
CHP NOO,Rejected,Misrepresents law enforcement,CHP,5,NO ROCK CHIPS! CHIP NO! NO CHIP! TRYING TO AVOID GETTING ROCK CHIPS ON MY PAINT
CHP XPLR,Rejected,Misrepresents law enforcement,CHP,5,I'M DRIVING AN OLD CHP EXPLORER
DON6,Rejected,Sexual connotation,LOOKS LIKE DONG AS IN PENIS,1,MY LAST NAME IS DONDIEGO BUT IT WONT FIT SO I WANT THE BEGINNING AND 6 WAS THE NUMBER OF MY HIGHSCHOOL FOOTBALL NUMBER
DUBS 707,Rejected,Vulgar or degrading term,707 AREA CODE,2,DUBS REPRESENTS DUBNATION FOR NBA GS WARRIORS AND 7O7 IS MY AREA CODE
EFUU,Rejected,Swear word or profane,FUCK YOU,3,ERIC FU
ELARA 13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2,
EL BOX,Accepted,Sexual connotation,THE BOX BOX CAN BE A SEXUAL REFERENCE,1,"THE CAR THE PLATE WILL BE ON IS A 1951 FORD CRESTLINER. THE NICKNAME FOR THE 1949-51 FORD MODEL IS ""SHOEBOX."""
F GATORS,Rejected,Swear word or profane,COULD BE F AS IN FLORIDA GATORS OR F AS IN FUCK THE GATORS,3,FLORIDA GATORS
JUST  A K,Rejected,Vulgar or degrading term,AK GUN,2,
LUB PINK,Rejected,Sexual connotation,LOVE PINK PINK ANOTHER TERM FOR VAGINA,1,I LOVE PINK
NEGRA15,Rejected,Vulgar or degrading term,NEGRA SLANG TERM FOR NEGRO NIGGA ETC.,2,MOTHERS NICK NAME GROWING UP
NOE G,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2,
NOGT NTZ,Rejected,Sexual connotation,NTZ LOOKS LIKE NUTS OR NATZI,1,
O3 TACO,Rejected,Sexual connotation,TACO,1,
REDXTOY,Rejected,Vulgar or degrading term,RED,2,MY BUSINESS IS CALLED THE RED TOY. THE X IS JUST FOR SPACING
R26R26 G,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2,
R8ED R,Accepted,Vulgar or degrading term,RATED R,2,"THIS IS FOR A VOLKSWAGEN GOLF R, HUMOROUS PLAY ON MOVIE RATING - RATED R"
SIX13,Rejected,Vulgar or degrading term,13 GANG REFRENCE,2,THE NUMERICAL REPRENTATION OF MY INITIALS (FM)
SONIC HH,Accepted,Vulgar or degrading term,HH HAIL HITLER,2,SONIC THE HEDGEHOG. SIMILAR IN COLOR AND CHILDHOOD CARTOON.
XLR18,Accepted,Vulgar or degrading term,18 HITLER REFERENCE,2,XLRTING
YLO KITY,Rejected,Sexual connotation,KITTY,1,YELLOW CAR. KITTY IS DRIVER
13 EAD,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2,
14 COGIG,Rejected,Vulgar or degrading term,14 GANG REFERENCE  NCHURCH OF GOD IN CHRIST,2,
5000 G,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2,THE CAR IS AN AUDI AND 5000 G IS A ANOTHER WAY OF SAYING GOODBYE
510NATE,Accepted,Vulgar or degrading term,510 AREA CODE,2,BODY STYLE IS 510 AND PEOPLE CALL ME NATE
628HP,Rejected,Vulgar or degrading term,628 AREA CODE,2,628 HORSE
805 FORD,Rejected,Vulgar or degrading term,805 AREA CODE,2,AREA CODE & VEHICLE MAKE
999HH,Rejected,Vulgar or degrading term,HH HAIL HITLER,2,999 HAPPY HAUNTS FROM THE HAUNTED MANSION RIDE AT DISNEYLAND
BDFNKNG,Rejected,Sexual connotation,CAN NOT TRANSLATE,1,
BRAAAP9,Rejected,Vulgar or degrading term,BRAP SOUND OF A GUN AND OR CAR,2,
BRAAP89,Rejected,Vulgar or degrading term,BRAP SOUND OF A GUN AND OR CAR,2,
WSUC$UG,Rejected,Vulgar or degrading term,SUCK,2,(WSU)=WASHINGTON STATE UNIVERSITY ; (C*UG)= SCHOOL MASCOT IS THE COUGAR.
88LQP88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,BLESS MY WIFE
LUVSHK,Accepted,Sexual connotation,LOVE SHACK,1,LOVE SHACK
DIVA KAT,Rejected,Sexual connotation,KAT,1,DIVA IS MY TOY POODLE DOG'S NAME; KAT IS MY NICKNAME (THIS IS THE 4TH TIME I AM TRYING TO GET A PLATE WITH MY NICKNAME ON IT)
ILS LOC,Rejected,Vulgar or degrading term,LOC AS GANG REFERENCE,2,AVIATION APPROACHES LETTERS   ILSLOC IS INSTRUMENT LANDING SYSTEM LOCALIZER FOR PILOTS
JAW GRLS,Rejected,Sexual connotation,JAW GIRLS COULDBE A SEXUAL TERM,1,
TITUP 72,Rejected,Vulgar or degrading term,TIT UP,2,
WLS 18,Rejected,Vulgar or degrading term,18 HITLER REFERENCE,2,
8888RNH,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,
BOHICA7,Rejected,Vulgar or degrading term,BEND OVER HERE IT COMES AGAIN,2,NO MICRO
BOZDEEP,Rejected,Sexual connotation,BALLS DEEP?,1,BEING OVER THE ZONE DAMAGES EVERY EMOTIONS IN PEOPLE
CUCHI68,Rejected,Sexual connotation,COOCHIE. CU CHI IS A CITY IN VIETNAM.,1,CUCHI IS A LOCATION IN VIETNAM WHERE I SERVED IN 1968
GMONEYY,Rejected,Vulgar or degrading term,G. FIRST NAME IS GINA,2,G MONEY. MY NICKNAME
GUUCHIE,Accepted,Sexual connotation,GOOCHIE,1,KIDS NICKNAME
G35BTCH,Rejected,Swear word or profane,G35 BITCH,3,MODEL OF VEHICLE
JHSTACO,Rejected,Sexual connotation,TACO. NO TACOMA REGISTERED,1,JACKSON HOLE SKI TACO *FOR TACOMA*
PHIPHI,Rejected,Sexual connotation,FIFI IS UNACCEPTABLE AS A MASTERBATION DEVICE IN PRISON. PHI IS THE CUSTOMERS NAME,1,NO MICRO
URBAN13,Rejected,Vulgar or degrading term,13-GANG,2,MY WIFE AND I HAVE A COMPANY NAMED URBAN SHINDIGS AND OUR FAVORITE NUMBER IS 13
VR MR 69,Rejected,Sexual connotation,CUSTOMERS INITIALS ARE VR. NO 1969 REGISTERED,1,MINE AND MY SON'S INITIALS
2LO45OH,Rejected,Vulgar or degrading term,TOO LOW FOR 50 (POLICE?),2,CARS NAME
6T9 REDO,Rejected,Sexual connotation,COULDN'T VERIFY 1969,1,THE CAR LOOKS LIKE A REDUE FROM 1960'S
69MOBBN,Rejected,Sexual connotation,COULDN'T VERIFY 1969,1,THE 69 STANDS FOR THE YEAR OF THE CAR. WHICH IS A 1969 CAMARO. MOBBIN IS A SLANG TERM FOR HANGING OUT AND DRIVING AROUND TOWN WITH OTHER CLASSIC CARS
88KRYPT,Rejected,Vulgar or degrading term,88-HITLER,2,NO MICRO
F O C M,Rejected,Swear word or profane,FOCK EM… FUCK EM?,3,NO MICRO
VG 13,Rejected,Vulgar or degrading term,13-GANG,2,NO MICRO
BG TUNA,Rejected,Sexual connotation,TUNA,1,NICKNAME
13 DOG,Rejected,Vulgar or degrading term,13-GANG,2,NO MICRO
HOYA 88,Accepted,Vulgar or degrading term,88-HITLER,2,GEORGETOWN UNIVERSITY STUDENTS ARE KNOWN AS HOYA AND I GRADUATED IN 1988
ALFA BLU,Rejected,Vulgar or degrading term,THE SATISFIERS OF ALPHA BLUE… THINK IT MIGHT BE PORN. EITHER WAY PULLED FOR BLUE=GANG COLOR,2,MOVIE
BEANSER,Rejected,Vulgar or degrading term,LIKE BEANER,2,MY NICKNAME FROM MY CHILDHOOD
BLEDWHT,Rejected,Vulgar or degrading term,it is a song. Not sure of meaning. bled white sounds life threatening..?,2,BLED WHITE. IT IS AN ELLIOTT SMITH SONG ABOUT A CITY LOSING ITS C
BLKK666,Accepted,Vulgar or degrading term,BLACK DEVIL,2,BLACK DEVIL
BZZZOOM,Accepted,Sexual connotation,"slang for breast, buzoom… busom. Has a Mini.",1,BUZZ AND ZOOM
CLKSKNT,Accepted,Sexual connotation,CLARKS KENT? OR CLARKS KUNT,1,SUPERMAN
DRI 14,Accepted,Vulgar or degrading term,"14=hate symbol, does have a 2014 car",2,COMPANY NAME IS DRI
